Customer ID,LifetimeSpend,AvgQuantityPerLine,TotalLineItems,Country,Recency,Frequency,Return_Recency,Return_Frequency,TotalReturnValue,AvgReturnValue,TotalReturnLineItems,AvgReturnQuantityPerLine,CustomerTenureDays,AOV,PurchaseVelocity,Return_Value_Ratio,Spend_Cluster_Unclassified,Spend_Cluster_0,Spend_Cluster_1,Spend_Cluster_2,Cluster_Median_Delta,Financial_Momentum,Lifespan_Consistency,Is_Churned
13101,594.21,8.488372093,43,United Kingdom,228,3,270,0,0,0,0,0,411,198.07,0.00729927,0,0,3.75,526.01,64.45,7.125,2.606184211,1233,0
13102,7112.25,12.14333333,300,United Kingdom,5,22,31,4,225.3,28.1625,8,6.5,312,323.2840909,0.070512821,0.031677739,0,117.6,5344.38,1650.27,0.15625,1422.45,6864,0
13103,465.7,13.76,25,United Kingdom,168,2,270,0,0,0,0,0,307,232.85,0.006514658,0,0,35.4,430.3,0,5.25,2.77202381,614,1
13104,712.38,38.72727273,11,United Kingdom,85,4,270,0,0,0,0,0,383,178.095,0.010443864,0,0,0,712.38,0,2.65625,8.380941176,1532,0
13105,72,100,1,United Kingdom,166,1,270,0,0,0,0,0,166,72,0.006024096,0,0,0,72,0,5.1875,0.43373494,166,1
13106,526.96,14.2,15,United Kingdom,143,1,270,0,0,0,0,0,143,526.96,0.006993007,0,0,0,274.16,252.8,4.46875,3.685034965,143,0
13107,4144.84,22.56578947,152,United Kingdom,64,6,59,6,143.45,13.04090909,11,5.545454545,404,690.8066667,0.014851485,0.034609297,0,0,3491.84,653,2,64.763125,2424,0
13108,748.46,21.28571429,35,United Kingdom,103,2,270,0,0,0,0,0,165,374.23,0.012121212,0,0,0,595.46,153,3.21875,7.266601942,330,1
13109,340.74,9.833333333,24,United Kingdom,281,1,279,1,6.75,6.75,1,1,281,340.74,0.003558719,0.019809826,0,0,284.69,56.05,8.78125,1.212597865,281,0
13110,1947.65,3.25,156,United Kingdom,13,7,32,2,61.3,30.65,2,3,468,278.2357143,0.014957265,0.031473827,0,13.4,1022.08,912.17,0.40625,149.8192308,3276,0
13111,321.88,15,12,United Kingdom,449,1,270,0,0,0,0,0,449,321.88,0.002227171,0,0,0,191.08,130.8,14.03125,0.71688196,449,1
13112,-5.44,-0.2,5,United Kingdom,271,1,273,2,26.04,8.68,3,4,271,-5.44,0.003690037,26.04,-7.95,0,2.51,0,8.46875,-0.020073801,271,1
13113,8362.96,7.3,290,United Kingdom,11,19,11,13,459.89,11.79205128,39,1.820512821,351,440.1557895,0.054131054,0.054991295,0,69.8,2914.89,5378.27,0.224948875,760.2690909,6669,0
13114,234.38,4.625,16,United Kingdom,461,1,270,0,0,0,0,0,461,234.38,0.002169197,0,0,17.7,108.25,108.43,9.427402863,0.508416486,461,1
13115,3159.22,11.72636816,201,United Kingdom,109,6,31,6,40.7,5.814285714,7,1.428571429,329,526.5366667,0.018237082,0.012882927,0,0,2807.72,351.5,3.40625,28.98366972,1974,0
13117,1859.58,10.109375,128,United Kingdom,8,14,307,1,1.7,1.7,1,2,353,132.8271429,0.039660057,0.000914185,0,71.5,1478.28,309.8,0.25,232.4475,4942,0
13118,1386.62,5.930232558,86,United Kingdom,19,5,19,2,21.91,7.303333333,3,3.666666667,169,277.324,0.029585799,0.015801013,0,11.9,595.2,779.52,0.388548057,72.98,845,0
13119,134.9,10,11,United Kingdom,399,1,270,0,0,0,0,0,399,134.9,0.002506266,0,0,11.7,108.2,15,12.46875,0.338095238,399,1
13123,506.75,5.955555556,45,United Kingdom,203,2,270,0,0,0,0,0,260,253.375,0.007692308,0,0,0,382.1,124.65,6.34375,2.496305419,520,1
13124,2141.65,12.69672131,122,United Kingdom,89,2,270,0,0,0,0,0,115,1070.825,0.017391304,0,0,37.95,1770.3,333.4,2.78125,24.06348315,230,0
13125,148.62,2.65,20,United Kingdom,254,1,270,0,0,0,0,0,254,148.62,0.003937008,0,0,0,91.23,57.39,7.9375,0.58511811,254,1
13126,2356.59,11.4379085,153,United Kingdom,4,9,63,5,75.83,9.47875,8,3.375,378,261.8433333,0.023809524,0.03217785,0,119.8,1703.44,533.35,0.125,589.1475,3402,0
13128,263.5,31,1,United Kingdom,361,1,270,0,0,0,0,0,361,263.5,0.002770083,0,0,0,0,263.5,7.382413088,0.729916898,361,1
13129,233.25,26.90909091,11,United Kingdom,182,2,270,0,0,0,0,0,260,116.625,0.007692308,0,0,0,207.75,25.5,5.6875,1.281593407,520,1
13131,2240.47,10.24761905,105,United Kingdom,148,4,270,0,0,0,0,0,399,560.1175,0.010025063,0,0,0,1267.77,972.7,4.625,15.13831081,1596,0
13133,200.45,4.583333333,12,United Kingdom,4,3,270,0,0,0,0,0,189,66.81666667,0.015873016,0,0,17.7,127.4,55.35,0.125,50.1125,567,1
13134,681.65,13.26086957,23,United Kingdom,132,2,270,0,0,0,0,0,146,340.825,0.01369863,0,0,0,430.65,251,4.125,5.164015152,292,0
13135,275.45,7.235294118,17,United Kingdom,221,1,270,0,0,0,0,0,221,275.45,0.004524887,0,0,0,193.7,81.75,6.90625,1.24638009,221,0
13136,3554.27,8.424390244,205,United Kingdom,106,8,95,5,112.68,6.628235294,17,3.176470588,461,444.28375,0.017353579,0.031702713,0,0,2946.47,607.8,3.3125,33.53084906,3688,0
13137,4190.28,2.889480692,751,United Kingdom,39,9,270,0,0,0,0,0,232,465.5866667,0.038793103,0,0,28.5,3226.03,935.75,1.21875,107.4430769,2088,0
13138,492.1,6.594594595,37,United Kingdom,102,2,125,1,12.75,12.75,1,1,127,246.05,0.015748031,0.025909368,0,0,393.2,98.9,3.1875,4.824509804,254,0
13139,3138.04,23.04210526,95,United Kingdom,168,1,270,0,0,0,0,0,168,3138.04,0.005952381,0,0,15.3,2739.54,383.2,5.25,18.67880952,168,0
13140,790.71,6.146666667,75,United Kingdom,96,3,270,0,0,0,0,0,221,263.57,0.013574661,0,0,10.1,549.56,231.05,3,8.2365625,663,0
13141,5659.95,11.89263804,326,United Kingdom,45,14,41,4,131.95,21.99166667,6,5.833333333,460,404.2821429,0.030434783,0.023312927,0,21.7,4881.3,756.95,1.40625,125.7766667,6440,0
13143,399.2,8.166666667,24,United Kingdom,315,1,312,1,5.9,5.9,1,2,315,399.2,0.003174603,0.014779559,0,15,350.2,34,9.84375,1.267301587,315,1
13144,135.35,4.833333333,6,United Kingdom,63,2,270,0,0,0,0,0,161,67.675,0.01242236,0,0,0,71.6,63.75,1.96875,2.148412698,322,1
13145,805,30.25,4,United Kingdom,102,4,270,0,0,0,0,0,330,201.25,0.012121212,0,0,0,510,295,3.1875,7.892156863,1320,0
13148,5532.84,4.912457912,594,United Kingdom,43,18,44,7,340.93,10.02735294,34,4.558823529,462,307.38,0.038961039,0.061619349,0,83.68,3818.36,1630.8,1.34375,128.6706977,8316,0
13149,376.74,15.33333333,18,United Kingdom,19,1,270,0,0,0,0,0,19,376.74,0.052631579,0,0,0,254.84,121.9,0.59375,19.82842105,19,0
13150,435.02,18.88888889,9,United Kingdom,214,3,201,1,14.95,14.95,1,1,361,145.0066667,0.008310249,0.034366236,0,0,233.67,201.35,6.6875,2.032803738,1083,1
13151,2393.16,4.833333333,162,United Kingdom,26,3,358,1,61.55,12.31,5,1,358,797.72,0.008379888,0.025719133,0,-3.75,1210.36,1186.55,0.8125,92.04461538,1074,1
13152,2114.98,7.02173913,138,United Kingdom,147,7,253,2,31.4,10.46666667,3,2.666666667,425,302.14,0.016470588,0.014846476,0,60.54,1476.24,578.2,4.59375,14.38761905,2975,1
13154,1609.29,10.13541667,96,United Kingdom,129,3,201,1,15.55,5.183333333,3,1,466,536.43,0.006437768,0.009662646,0,0,1154.15,455.14,4.03125,12.47511628,1398,1
13155,967.92,5.622222222,90,United Kingdom,57,4,270,0,0,0,0,0,222,241.98,0.018018018,0,0,2.95,873.22,91.75,1.78125,16.98105263,888,1
13156,1586.54,8.788461538,104,United Kingdom,115,3,270,0,0,0,0,0,406,528.8466667,0.007389163,0,0,20.28,1304.21,262.05,3.59375,13.796,1218,1
13157,4143.96,20.07428571,175,United Kingdom,28,6,270,0,0,0,0,0,372,690.66,0.016129032,0,0,0,4052.46,91.5,0.875,147.9985714,2232,0
13158,563.53,8.575,40,United Kingdom,49,2,270,0,0,0,0,0,118,281.765,0.016949153,0,0,0,528.88,34.65,1.53125,11.50061224,236,0
13161,472.13,3.181818182,33,United Kingdom,43,2,270,0,0,0,0,0,231,236.065,0.008658009,0,0,0,235.6,236.53,0.879345603,10.97976744,462,1
13162,8181.91,24.36318408,201,United Kingdom,65,13,62,3,158.55,31.71,5,17.4,465,629.3776923,0.027956989,0.019378116,0,216.3,4697.06,3268.55,2.03125,125.8755385,6045,0
13163,0,0,4,United Kingdom,340,1,386,1,17.65,8.825,2,1.5,340,0,0.002941176,17.65,0,0,0,0,12.6394052,0,340,1
13164,308.45,10.45454545,11,United Kingdom,299,2,300,1,63.75,63.75,1,5,398,154.225,0.005025126,0.206678554,0,0,55.15,253.3,6.114519427,1.031605351,796,1
13165,784.32,42.8,20,United Kingdom,81,2,270,0,0,0,0,0,143,392.16,0.013986014,0,0,0,729.72,54.6,2.53125,9.682962963,286,1
13166,873.43,7.536231884,69,United Kingdom,13,2,12,1,2.5,2.5,1,2,144,436.715,0.013888889,0.002862279,0,0,644.63,228.8,0.40625,67.18692308,288,1
13167,333.82,13.875,16,United Kingdom,120,1,270,0,0,0,0,0,120,333.82,0.008333333,0,0,0,306.02,27.8,3.75,2.781833333,120,0
13168,1362.77,5.083916084,143,United Kingdom,22,3,270,0,0,0,0,0,272,454.2566667,0.011029412,0,0,54.55,912.78,395.44,0.6875,61.94409091,816,0
13169,127.2,4.8,5,United Kingdom,292,1,270,0,0,0,0,0,292,127.2,0.003424658,0,0,0,32,95.2,5.971370143,0.435616438,292,0
13171,140.35,2.304347826,23,United Kingdom,29,1,270,0,0,0,0,0,29,140.35,0.034482759,0,0,0,78.95,61.4,0.90625,4.839655172,29,1
13172,69.6,48,1,United Kingdom,130,1,270,0,0,0,0,0,130,69.6,0.007692308,0,0,0,69.6,0,4.0625,0.535384615,130,1
13173,2183.26,6.664974619,197,United Kingdom,97,10,364,2,18.85,9.425,2,1.5,459,218.326,0.021786492,0.008633878,0,127.95,1602.81,452.5,3.03125,22.50783505,4590,1
13174,7263.7,3.899188876,863,United Kingdom,46,10,270,0,0,0,0,0,465,726.37,0.021505376,0,0,420,4311.96,2531.74,1.4375,157.9065217,4650,1
13175,793.1,7.68627451,51,United Kingdom,312,2,284,2,38.35,7.67,5,6.2,466,396.55,0.004291845,0.048354558,0,0,579.05,214.05,9.75,2.541987179,932,1
13177,229.75,6.846153846,13,United Kingdom,161,1,270,0,0,0,0,0,161,229.75,0.00621118,0,0,0,211.9,17.85,5.03125,1.427018634,161,1
13178,9396.42,12.07581967,488,United Kingdom,25,12,230,4,61.3,6.811111111,9,3.222222222,453,783.035,0.026490066,0.006523761,0,93.9,8983.62,318.9,0.78125,375.8568,5436,0
13179,572.31,10.82352941,34,United Kingdom,349,1,270,0,0,0,0,0,349,572.31,0.00286533,0,0,0,572.31,0,10.90625,1.639856734,349,1
13180,86.1,10.5,4,United Kingdom,337,1,270,0,0,0,0,0,337,86.1,0.002967359,0,0,0,55.2,30.9,10.53125,0.255489614,337,1
13181,359.69,9,19,United Kingdom,111,1,270,0,0,0,0,0,111,359.69,0.009009009,0,0,0,284.84,74.85,3.46875,3.24045045,111,1
13183,3678.14,25.20689655,87,United Kingdom,65,7,304,3,25.3,5.06,5,5.2,366,525.4485714,0.019125683,0.006878477,0,26.46,3651.68,0,2.03125,56.58676923,2562,0
13184,212.52,6.7,20,United Kingdom,20,1,270,0,0,0,0,0,20,212.52,0.05,0,0,0,172.07,40.45,0.625,10.626,20,0
13187,309.66,4.745454545,55,United Kingdom,67,4,354,1,18.7,18.7,1,22,354,77.415,0.011299435,0.060388814,0,6.6,187.76,115.3,2.09375,4.621791045,1416,1
13190,518.76,17,18,United Kingdom,274,3,408,1,51.9,51.9,1,2,463,172.92,0.006479482,0.100046264,0,0,404.21,114.55,8.5625,1.893284672,1389,1
13191,159.21,1.947368421,57,United Kingdom,388,1,270,0,0,0,0,0,388,159.21,0.00257732,0,0,34.31,92.4,32.5,12.125,0.410335052,388,1
13192,1632.59,10.02941176,102,United Kingdom,266,4,249,2,14.05,4.683333333,3,3.666666667,417,408.1475,0.009592326,0.008605957,0,0,1341.99,290.6,8.3125,6.137556391,1668,0
13194,412.08,42.85714286,7,United Kingdom,152,1,270,0,0,0,0,0,152,412.08,0.006578947,0,0,0,310.08,102,4.75,2.711052632,152,0
13195,136.73,1.52173913,46,United Kingdom,144,1,270,0,0,0,0,0,144,136.73,0.006944444,0,0,0,108.93,27.8,4.5,0.949513889,144,1
13196,1261.86,9.75,80,United Kingdom,173,3,337,1,9.2,4.6,2,1,347,420.62,0.008645533,0.007290825,0,0,962.86,299,5.40625,7.293988439,1041,0
13197,373.01,10.73684211,19,United Kingdom,340,1,270,0,0,0,0,0,340,373.01,0.002941176,0,0,0,233.15,139.86,10.625,1.097088235,340,1
13198,2701.98,9.629411765,170,United Kingdom,48,4,90,3,55.75,9.291666667,6,1.5,164,675.495,0.024390244,0.020633017,0,40.14,2029.11,632.73,1.5,56.29125,656,0
13199,8066.3,62.92792793,111,United Kingdom,11,37,152,1,14.75,14.75,1,5,465,218.0081081,0.079569892,0.001828596,0,0,7337.75,728.55,0.34375,733.3,17205,0
13201,1233.06,12.04651163,86,United Kingdom,232,4,270,0,0,0,0,0,373,308.265,0.010723861,0,0,0,1126.91,106.15,7.25,5.314913793,1492,1
13202,1571.35,8.157142857,70,United Kingdom,124,7,109,1,8.95,8.95,1,1,461,224.4785714,0.015184382,0.005695739,0,0,676.29,895.06,2.535787321,12.67217742,3227,1
13203,1761.09,14.22123894,113,United Kingdom,117,6,183,1,17.7,17.7,1,6,452,293.515,0.013274336,0.010050594,0,89.1,1424.84,247.15,3.65625,15.05205128,2712,0
13204,966.66,7.50877193,57,United Kingdom,461,1,270,0,0,0,0,0,461,966.66,0.002169197,0,0,12.6,689.11,264.95,14.40625,2.096876356,461,1
13205,2803.2,256,1,United Kingdom,173,1,270,0,0,0,0,0,173,2803.2,0.005780347,0,0,0,0,2803.2,3.537832311,16.20346821,173,1
13206,8308.19,12.51943463,566,United Kingdom,130,13,270,0,0,0,0,0,462,639.0915385,0.028138528,0,0,538.32,6434.33,1335.54,4.0625,63.90915385,6006,1
13207,285.6,9.6,5,United Kingdom,181,2,270,0,0,0,0,0,342,142.8,0.005847953,0,0,0,249.9,35.7,5.65625,1.577900552,684,0
13208,927.1,5.361538462,130,United Kingdom,39,4,270,0,0,0,0,0,466,231.775,0.008583691,0,0,24.45,685.25,217.4,1.21875,23.77179487,1864,0
13209,3034.1,25.54545455,66,United Kingdom,56,7,88,1,14,7,2,1,414,433.4428571,0.016908213,0.004614218,0,0,2014.25,1019.85,1.75,54.18035714,2898,0
13211,1611.6,6.966887417,151,United Kingdom,91,8,463,2,22.45,7.483333333,3,1.666666667,463,201.45,0.017278618,0.013930256,0,12.9,1605.6,-6.9,2.84375,17.70989011,3704,1
13213,2316.19,13.63247863,117,United Kingdom,113,6,108,2,14.75,4.916666667,3,2.333333333,298,386.0316667,0.020134228,0.006368217,0,88.1,1979.99,248.1,3.53125,20.49725664,1788,0
13214,3264.23,12.95196507,229,United Kingdom,148,7,270,0,0,0,0,0,376,466.3185714,0.018617021,0,0,92.9,2916.88,254.45,4.625,22.05560811,2632,1
13215,81.6,96,1,United Kingdom,132,1,270,0,0,0,0,0,132,81.6,0.007575758,0,0,0,81.6,0,4.125,0.618181818,132,1
13217,132.5,250,1,United Kingdom,386,1,270,0,0,0,0,0,386,132.5,0.002590674,0,0,0,132.5,0,12.0625,0.343264249,386,0
13219,76.23,1,11,United Kingdom,348,1,270,0,0,0,0,0,348,76.23,0.002873563,0,0,0,17.85,58.38,7.116564417,0.219051724,348,1
13220,516.8,6.25,32,United Kingdom,306,1,270,0,0,0,0,0,306,516.8,0.003267974,0,0,23.6,378.9,114.3,9.5625,1.688888889,306,0
13221,498.16,4.371428571,35,United Kingdom,89,1,270,0,0,0,0,0,89,498.16,0.011235955,0,0,36.8,189.46,271.9,1.8200409,5.597303371,89,0
13222,88.5,30,1,United Kingdom,307,1,270,0,0,0,0,0,307,88.5,0.003257329,0,0,0,88.5,0,9.59375,0.288273616,307,1
13223,805.92,60,8,United Kingdom,154,4,270,0,0,0,0,0,395,201.48,0.010126582,0,0,0,805.92,0,4.8125,5.233246753,1580,0
13225,13001.11,50.94495413,109,United Kingdom,1,12,270,0,0,0,0,0,453,1083.425833,0.026490066,0,0,134.7,7451.36,5415.05,0.03125,13001.11,5436,0
13226,312.46,6.392857143,28,United Kingdom,3,2,270,0,0,0,0,0,123,156.23,0.016260163,0,0,0,271.26,41.2,0.09375,104.1533333,246,1
13230,4139.93,2.658392435,846,United Kingdom,12,21,270,0,0,0,0,0,361,197.1395238,0.058171745,0,0,40.48,2796.6,1302.85,0.375,344.9941667,7581,0
13233,875.58,20.08,50,United Kingdom,66,3,270,0,0,0,0,0,424,291.86,0.007075472,0,0,71.7,606.78,197.1,2.0625,13.26636364,1272,1
13234,346.5,2.606557377,61,United Kingdom,403,2,270,0,0,0,0,0,463,173.25,0.004319654,0,0,35.3,208.55,102.65,12.59375,0.859801489,926,1
13237,643,5.333333333,24,United Kingdom,118,1,270,0,0,0,0,0,118,643,0.008474576,0,0,30,143.45,469.55,2.413087935,5.449152542,118,1
13238,397.05,8.428571429,21,United Kingdom,90,3,270,0,0,0,0,0,320,132.35,0.009375,0,0,0,331.5,65.55,2.8125,4.411666667,960,0
13239,1250.28,11.24657534,73,United Kingdom,167,4,229,1,14.85,14.85,1,3,232,312.57,0.017241379,0.011877339,0,15.3,755.73,479.25,5.21875,7.486706587,928,0
13240,953.41,3.406451613,155,United Kingdom,96,5,382,1,77.35,77.35,1,13,382,190.682,0.013089005,0.081129839,0,19.9,788.31,145.2,3,9.931354167,1910,0
13241,112.53,1.15,40,United Kingdom,142,1,270,0,0,0,0,0,142,112.53,0.007042254,0,0,1.25,76.48,34.8,4.4375,0.792464789,142,1
13242,429,10,22,United Kingdom,181,4,270,0,0,0,0,0,398,107.25,0.010050251,0,0,0,429,0,5.65625,2.370165746,1592,0
13243,635.26,2.175675676,148,United Kingdom,179,4,270,0,0,0,0,0,361,158.815,0.011080332,0,0,28.3,344.01,262.95,5.59375,3.548938547,1444,0
13245,558.72,8.482758621,29,United Kingdom,162,1,270,0,0,0,0,0,162,558.72,0.00617284,0,0,0,507.02,51.7,5.0625,3.448888889,162,1
13246,2408.84,7.212624585,301,United Kingdom,23,8,123,2,44.55,11.1375,4,5.25,255,301.105,0.031372549,0.018494379,0,12.65,2306.31,89.88,0.71875,104.7321739,2040,0
13249,897.52,58.33333333,12,United Kingdom,131,6,270,0,0,0,0,0,415,149.5866667,0.014457831,0,0,0,897.52,0,4.09375,6.85129771,2490,0
13250,245.59,5.25,20,United Kingdom,191,2,183,1,7.5,7.5,1,2,232,122.795,0.00862069,0.030538703,0,0,110.59,135,3.90593047,1.285811518,464,1
13251,252.68,8.6,25,United Kingdom,132,1,270,0,0,0,0,0,132,252.68,0.007575758,0,0,5.1,243.33,4.25,4.125,1.914242424,132,1
13252,341.3,5.818181818,22,United Kingdom,124,2,354,1,58,19.33333333,3,2,356,170.65,0.005617978,0.169938471,0,0,196.15,145.15,3.875,2.752419355,712,1
13253,2397.19,37.58181818,55,United Kingdom,69,3,270,0,0,0,0,0,434,799.0633333,0.006912442,0,0,113.75,1371.74,911.7,2.15625,34.74188406,1302,0
13254,51.41,10.75,4,United Kingdom,106,1,270,0,0,0,0,0,106,51.41,0.009433962,0,0,0,51.41,0,3.3125,0.485,106,1
13255,504.95,17.89473684,19,United Kingdom,104,2,270,0,0,0,0,0,242,252.475,0.008264463,0,0,0,378.6,126.35,3.25,4.855288462,484,1
13257,117.95,3.222222222,9,United Kingdom,166,1,158,2,31.8,15.9,2,2,166,117.95,0.006024096,0.269605765,0,0,67.1,50.85,5.1875,0.710542169,166,1
13258,336.6,20.5,8,United Kingdom,110,2,270,0,0,0,0,0,131,168.3,0.015267176,0,0,0,336.6,0,3.4375,3.06,262,0
13259,1115.61,1.627705628,231,United Kingdom,128,8,270,0,0,0,0,0,429,139.45125,0.018648019,0,0,21.8,634.92,458.89,4,8.715703125,3432,1
13261,845.1,23.75,8,United Kingdom,16,1,270,0,0,0,0,0,16,845.1,0.0625,0,0,0,270.6,574.5,0.327198364,52.81875,16,0
13262,373.16,3.128205128,39,United Kingdom,120,2,270,0,0,0,0,0,331,186.58,0.006042296,0,0,15,241.01,117.15,3.75,3.109666667,662,0
13263,2113.95,2.408119658,468,United Kingdom,0,7,270,0,0,0,0,0,143,301.9928571,0.048951049,0,0,10.9,1645.9,457.15,0,2113.95,1001,0
13264,722.56,9.868421053,38,United Kingdom,173,1,270,0,0,0,0,0,173,722.56,0.005780347,0,0,0,556.76,165.8,5.40625,4.176647399,173,1
13265,307.44,12.46153846,13,United Kingdom,4,1,270,0,0,0,0,0,4,307.44,0.25,0,0,0,222.34,85.1,0.125,76.86,4,0
13266,2202.63,18.52380952,126,United Kingdom,144,7,89,5,98.15,16.35833333,6,12.5,453,314.6614286,0.015452539,0.044560366,0,67.8,2019.93,114.9,4.5,15.29604167,3171,0
13267,5965.54,9.091911765,272,United Kingdom,6,23,85,9,179.3,11.95333333,15,2.6,462,259.3713043,0.04978355,0.030055955,0,17.7,4347.64,1600.2,0.1875,994.2566667,10626,0
13269,3856.21,16.48241206,199,United Kingdom,91,15,270,0,0,0,0,0,468,257.0806667,0.032051282,0,0,71.8,3296.71,487.7,2.84375,42.37593407,7020,0
13270,590,200,1,United Kingdom,96,1,270,0,0,0,0,0,96,590,0.010416667,0,0,0,590,0,3,6.145833333,96,1
13274,360.85,10.47368421,19,United Kingdom,139,1,270,0,0,0,0,0,139,360.85,0.007194245,0,0,0,186.75,174.1,4.34375,2.596043165,139,1
13275,238.86,2.875,48,United Kingdom,114,2,270,0,0,0,0,0,362,119.43,0.005524862,0,0,3.75,188.46,46.65,3.5625,2.095263158,724,1
13276,1280.28,3.208530806,211,United Kingdom,127,3,127,2,20.7,10.35,2,1,372,426.76,0.008064516,0.016168338,0,21.1,906.43,352.75,3.96875,10.08094488,1116,1
13277,264.9,13.73333333,15,United Kingdom,110,3,270,0,0,0,0,0,270,88.3,0.011111111,0,0,0,264.9,0,3.4375,2.408181818,810,0
13278,882.62,13.04918033,61,United Kingdom,130,3,270,0,0,0,0,0,341,294.2066667,0.008797654,0,0,27.75,854.87,0,4.0625,6.789384615,1023,1
13280,2152.33,7.120603015,199,United Kingdom,46,6,364,1,25.5,25.5,1,2,375,358.7216667,0.016,0.011847626,0,12.75,1683.83,455.75,1.4375,46.78978261,2250,0
13281,306.45,6.730769231,26,United Kingdom,169,1,167,2,44.4,11.1,4,6.5,169,306.45,0.00591716,0.144884973,0,0,294.55,11.9,5.28125,1.813313609,169,1
13282,181.05,7.357142857,14,United Kingdom,136,1,270,0,0,0,0,0,136,181.05,0.007352941,0,0,0,133.55,47.5,4.25,1.33125,136,0
13283,279.7,8.769230769,13,United Kingdom,297,2,270,0,0,0,0,0,370,139.85,0.005405405,0,0,0,187,92.7,9.28125,0.941750842,740,0
13284,196.15,5.642857143,14,United Kingdom,61,1,53,1,5.04,5.04,1,12,61,196.15,0.016393443,0.025694621,0,11.7,132,52.45,1.90625,3.21557377,61,1
13285,1322.36,10.41666667,96,United Kingdom,20,3,270,0,0,0,0,0,354,440.7866667,0.008474576,0,0,0,1121.66,200.7,0.625,66.118,1062,0
13286,734.91,5.591836735,49,United Kingdom,330,1,270,0,0,0,0,0,330,734.91,0.003030303,0,0,0,434.05,300.86,10.3125,2.227,330,1
13287,519.67,3.202702703,74,United Kingdom,333,3,313,4,261.92,12.47238095,21,9.142857143,435,173.2233333,0.006896552,0.504012162,0,40.5,346.72,132.45,10.40625,1.560570571,1305,1
13288,892.16,31.33333333,12,United Kingdom,173,5,229,1,35.45,17.725,2,1.5,396,178.432,0.012626263,0.039735025,0,0,122.72,769.44,3.537832311,5.15699422,1980,1
13289,307.95,7.4375,16,United Kingdom,454,1,270,0,0,0,0,0,454,307.95,0.002202643,0,0,15,148.5,144.45,14.1875,0.678303965,454,1
13291,2909.68,4.952898551,276,United Kingdom,144,10,270,0,0,0,0,0,396,290.968,0.025252525,0,0,7.5,2215.28,686.9,4.5,20.20611111,3960,0
13292,658.42,6.976744186,43,United Kingdom,14,4,140,1,6.72,6.72,1,16,256,164.605,0.015625,0.010206251,0,0,399.27,259.15,0.4375,47.03,1024,1
13293,1180.34,7.520547945,73,United Kingdom,122,6,469,1,12.6,12.6,1,6,399,196.7233333,0.015037594,0.01067489,0,0,836.69,343.65,3.8125,9.674918033,2394,1
13294,815.79,11.3125,48,United Kingdom,376,1,270,0,0,0,0,0,376,815.79,0.002659574,0,0,0,682.74,133.05,11.75,2.169654255,376,0
13295,1061.27,9.32,75,United Kingdom,90,4,102,5,40.7,5.0875,8,4.25,307,265.3175,0.013029316,0.038350278,0,0,985.87,75.4,2.8125,11.79188889,1228,1
13296,705.11,11.97916667,48,United Kingdom,154,5,270,0,0,0,0,0,307,141.022,0.016286645,0,0,17.7,599.46,87.95,4.8125,4.578636364,1535,0
13297,2262.82,26.61538462,65,United Kingdom,115,3,270,1,15.95,15.95,1,1,273,754.2733333,0.010989011,0.007048727,0,0,2031.19,231.63,3.59375,19.67669565,819,1
13299,1030.8,6.196721311,61,United Kingdom,154,2,144,2,45.4,11.35,4,2,259,515.4,0.007722008,0.044043461,0,0,614.32,416.48,4.8125,6.693506494,518,0
13300,901.92,6.833333333,36,United Kingdom,118,2,279,1,11.7,11.7,1,6,304,450.96,0.006578947,0.012972326,0,40.2,386.49,475.23,2.413087935,7.643389831,608,0
13301,173.91,4.75,20,United Kingdom,22,1,270,0,0,0,0,0,22,173.91,0.045454545,0,0,7.65,122.31,43.95,0.6875,7.905,22,0
13302,95.45,3.5,2,United Kingdom,257,1,270,0,0,0,0,0,257,95.45,0.003891051,0,0,0,0,95.45,5.255623722,0.371400778,257,0
13303,61.72,6.5,4,United Kingdom,130,1,270,0,0,0,0,0,130,61.72,0.007692308,0,0,0,51.77,9.95,4.0625,0.474769231,130,1
13304,1120.79,7.908045977,87,United Kingdom,81,4,179,3,97.2,10.8,9,3.111111111,400,280.1975,0.01,0.086724543,0,29.5,904.03,187.26,2.53125,13.83691358,1600,1
13305,2061.05,10.05925926,135,United Kingdom,3,9,270,0,0,0,0,0,369,229.0055556,0.024390244,0,0,60.85,1355.8,644.4,0.09375,687.0166667,3321,0
13306,53.65,18.5,4,United Kingdom,160,1,270,0,0,0,0,0,160,53.65,0.00625,0,0,23.4,30.25,0,5,0.3353125,160,1
13307,258.34,9.714285714,14,United Kingdom,217,2,270,0,0,0,0,0,322,129.17,0.00621118,0,0,0,183.84,74.5,6.78125,1.190506912,644,0
13308,284.86,13.52941176,17,United Kingdom,327,1,270,0,0,0,0,0,327,284.86,0.003058104,0,0,0,218.42,66.44,10.21875,0.871131498,327,0
13309,640.29,14.68421053,57,United Kingdom,39,2,270,0,0,0,0,0,123,320.145,0.016260163,0,0,0,640.29,0,1.21875,16.41769231,246,0
13310,798.1,8.846153846,52,United Kingdom,54,3,49,1,21.25,10.625,2,1.5,132,266.0333333,0.022727273,0.026625736,0,0,700.95,97.15,1.6875,14.77962963,396,0
13312,124.75,8.2,5,United Kingdom,181,1,270,0,0,0,0,0,181,124.75,0.005524862,0,0,0,37.8,86.95,3.701431493,0.689226519,181,1
